offer_count,isRecurrentUser,antiguedadIngresos,offered_rate,numeroPagos,fico,isFraud,took_loan,probability,segment
4,1,18,0.3186785313185359,7,532,0,1,0.9342751826661801,Very High
4,0,5,0.4359281408813954,16,759,0,1,0.603239091591506,High
3,0,19,0.1509942720560985,35,733,0,1,0.36336319733773526,Low
4,1,15,0.4200825390734316,16,502,1,1,0.910407981147332,Very High
4,1,8,0.4452036184268908,12,846,1,1,0.8913218720976,Very High
2,0,17,0.1602749948003335,35,807,0,0,0.1617601639519934,Very Low
4,0,1,0.4406377277216876,21,726,0,1,0.5823613230582789,Medium
1,1,12,0.4965814271371168,17,783,1,0,0.24933245753299302,Low
4,0,19,0.390735532419295,32,569,1,1,0.5640044618531814,Medium
4,1,15,0.4139078727299952,6,812,1,1,0.9095159017199425,Very High
3,0,9,0.4977661070235494,24,753,1,0,0.29370078978301994,Low
1,0,7,0.3421925002103781,27,643,1,0,0.06902751369426695,Very Low
4,0,2,0.2231545528064997,20,523,0,1,0.7120060433224116,High
4,0,9,0.4350123336304222,25,733,1,0,0.5594400123909768,Medium
2,1,10,0.3457943110046525,2,832,0,0,0.6164062601959631,High
4,0,2,0.3324781694883826,9,674,1,0,0.7042356919995543,High
4,0,19,0.2014542222056153,28,831,0,1,0.6098206086337425,High
2,1,11,0.4025337078331547,3,824,0,0,0.5876526318695372,Medium
3,0,13,0.1326669103440385,20,658,1,0,0.4818226049405937,Medium
4,0,10,0.4697148283178645,6,847,0,0,0.6240433572871452,High
2,1,14,0.2303293843081939,33,847,0,1,0.4805291827061174,Medium
1,0,18,0.1511098611159962,1,785,0,0,0.13887395026764682,Very Low
3,1,19,0.2769466132409675,6,517,0,1,0.851721895871268,Very High
1,1,9,0.1169879637026132,34,543,1,1,0.3486166468267886,Low
1,1,7,0.3738504777059865,15,654,0,0,0.32360040382174143,Low
2,1,3,0.4610822041781425,26,730,1,0,0.4582349564591556,Medium
4,0,6,0.4349052028554035,14,815,0,1,0.6030862707752759,High
2,1,2,0.1509477893791524,7,724,1,0,0.6975218080121234,High
2,0,6,0.1505084548430927,31,716,1,0,0.19734309747600273,Very Low
2,0,3,0.4253737929297057,24,555,1,0,0.17086045286985874,Very Low
2,0,16,0.4697017098412464,31,530,0,0,0.1343319990880118,Very Low
3,0,8,0.2842679319333956,29,558,1,1,0.3884499557820737,Low
4,0,2,0.2995884467655064,32,734,1,1,0.5825547033835777,Medium
1,0,17,0.2273048165542903,17,606,0,0,0.1011480372665083,Very Low
1,0,9,0.4577060473025656,14,690,1,0,0.07282913500945334,Very Low
4,0,12,0.3579611621169424,24,517,0,0,0.6335267123805439,High
1,0,3,0.2153006308669474,27,725,0,1,0.0790689221982771,Very Low
4,0,11,0.2195131484217006,25,666,1,1,0.6611432291794784,High
1,1,1,0.4564800292254409,32,570,0,0,0.2322514422104248,Low
2,1,13,0.1054536095623285,18,553,0,0,0.6777373686614364,High
1,1,15,0.2290906290906553,18,744,0,0,0.3425044422890205,Low
4,0,5,0.3217426724865476,26,849,1,1,0.5819839208900714,Medium
4,1,17,0.1592869848397298,9,575,0,1,0.9456028577973224,Very High
4,1,6,0.1368395016798359,35,534,0,1,0.912918463581096,Very High
4,1,11,0.426110532436224,8,766,0,1,0.9062211193320648,Very High
4,0,18,0.4577617554594029,20,816,1,1,0.5547951160609569,Medium
3,0,4,0.4294425683192758,22,799,0,1,0.3199651160565333,Low
3,0,3,0.4595151558949391,19,620,1,0,0.36281730551253183,Low
1,0,13,0.3212447884233486,30,823,0,0,0.05599946046465087,Very Low
4,1,9,0.4249032483961368,28,524,1,1,0.8836321455341857,Very High
1,1,6,0.2536170553564402,35,659,1,1,0.2735287698121171,Low
4,1,12,0.3665071445916154,11,583,1,1,0.9222212119316843,Very High
4,1,2,0.4955342125556657,31,613,0,0,0.8529990876833229,Very High
3,0,3,0.190291089535651,30,722,0,0,0.38844313308633555,Low
3,0,3,0.2559598985164322,23,665,0,1,0.411637268656761,Medium
2,0,12,0.2920189509240343,19,690,1,1,0.203213139699645,Low
3,1,15,0.1552061948080207,12,674,0,1,0.8459460873042202,Very High
2,0,9,0.1324154441860227,15,500,0,0,0.300544705962634,Low
2,0,8,0.4318891465286497,31,728,1,0,0.1283935460411763,Very Low
2,1,11,0.4907177491310345,15,585,0,0,0.5285665296942237,Medium
2,1,16,0.2618900255318634,29,561,0,1,0.5479222402653249,Medium
2,0,4,0.1350599344778613,26,819,1,0,0.2079585988748182,Low
1,0,1,0.1263247042762306,2,705,1,0,0.1591446575340914,Very Low
3,0,7,0.4565272825441194,20,604,0,0,0.3539553744443516,Low
2,0,2,0.285525699891072,15,817,1,1,0.20827475117586355,Low
4,0,5,0.2280109266249567,4,790,0,1,0.7393940045753626,High
3,0,7,0.2905845084957598,22,749,0,1,0.3830165668098744,Low
3,1,4,0.2273216378769389,23,512,0,1,0.8153274893213166,Very High
2,1,5,0.295614310123048,26,662,0,1,0.5382843829395227,Medium
1,1,1,0.4438225587671748,11,542,0,0,0.3419065833366317,Low
2,0,1,0.3369205484248383,28,610,1,0,0.1740099967186747,Very Low
1,1,15,0.3778615091240701,2,704,1,1,0.3816220454603574,Low
4,0,19,0.2458682704937346,8,755,0,1,0.7115790029447853,High
3,0,10,0.3954023514042075,29,806,1,0,0.29691772840231767,Low
4,1,18,0.3666468339517489,11,643,1,1,0.91716014276846,Very High
1,0,3,0.1478247991008225,18,645,0,0,0.1133105454247233,Very Low
1,0,11,0.3290571412462338,14,800,1,1,0.08205556435510535,Very Low
4,1,15,0.2026973985239032,10,663,1,1,0.9375927498491464,Very High
1,1,11,0.4216382678534371,35,668,0,0,0.21129713234611758,Low
4,1,17,0.2703750833867758,9,797,0,1,0.9223818538519726,Very High
3,0,17,0.4978736660785948,35,732,0,0,0.23767935063710252,Low
4,1,6,0.1370001751755855,11,770,0,1,0.9381617720204782,Very High
3,1,5,0.4121391450960634,12,559,0,1,0.7984149311357761,High
4,0,8,0.3694806934168626,3,795,0,1,0.6907414711009897,High
1,1,2,0.4069995322362821,14,734,0,1,0.305073151580505,Low
4,1,16,0.2230119181961825,28,664,1,1,0.9042542318515822,Very High
1,1,12,0.2968217957529602,11,693,0,1,0.36472907284734196,Low
4,0,6,0.4186034078894833,25,733,1,1,0.5688206782107799,Medium
4,0,1,0.193016532648342,21,682,1,0,0.6956945906710041,High
2,0,4,0.1904132787154608,10,832,0,1,0.25169798234480395,Low
1,0,17,0.3204203813179729,15,731,1,0,0.08438592793385252,Very Low
2,1,13,0.3094254318119423,19,606,1,0,0.5835465657057659,Medium
1,0,18,0.2129049881651731,22,722,1,0,0.08664565024339638,Very Low
2,0,5,0.2192302602099291,21,579,0,1,0.23278806918899284,Low
3,1,3,0.2111380652826262,32,733,1,1,0.7580367839427529,High
4,1,11,0.4086048247993951,23,683,1,1,0.8844910704771272,Very High
1,1,13,0.3607603462249843,13,684,0,1,0.32951156866392906,Low
1,0,4,0.4329668733641011,5,633,1,1,0.09749076907948341,Very Low
4,0,14,0.4901892113256088,4,719,1,0,0.6531957442431905,High
1,0,11,0.2896657185087946,28,787,1,0,0.06509202994678044,Very Low
1,1,10,0.1266775525621795,14,701,1,0,0.424356062387082,Medium
2,1,19,0.1192369241648141,8,645,1,1,0.7070837822741199,High
1,0,18,0.2182660157086476,9,823,0,0,0.1030922815152171,Very Low
3,1,6,0.4730178357409803,35,626,1,0,0.6657759783970966,High
3,1,15,0.3092852219883499,21,634,0,0,0.7777268968533302,High
4,1,10,0.2087146064320516,18,613,1,1,0.9287254318212657,Very High
1,0,5,0.2596667178044078,33,763,0,0,0.06223888986375957,Very Low
4,1,5,0.3394380429618683,8,563,0,1,0.9313935597964837,Very High
3,1,10,0.3611798632551369,17,634,0,1,0.7808564611424358,High
1,0,5,0.161567803913162,31,540,1,1,0.09230267638854758,Very Low
1,0,3,0.4908126706180704,34,795,1,0,0.04137290844465559,Very Low
4,1,6,0.3179088907931156,6,502,1,1,0.9406025757749699,Very High
3,1,4,0.1542753271169117,22,693,1,0,0.818795219087357,Very High
1,0,18,0.4574541013384535,14,609,1,0,0.0755835517944691,Very Low
4,0,9,0.1298553724317715,3,720,0,1,0.7833594194406922,High
3,1,17,0.4630941732710051,12,503,0,0,0.785200123148838,High
4,1,13,0.4986262625155929,12,743,0,1,0.8868655559088972,Very High
2,1,15,0.3801727196626016,2,665,1,1,0.6360697509548628,High
1,1,17,0.4081788884295959,2,525,1,1,0.4028692816845341,Medium
2,0,13,0.2349211345869945,15,516,0,0,0.25902671817633455,Low
3,1,16,0.4766307410935735,23,715,1,1,0.7028865795693323,High
2,1,4,0.3118855864433471,29,591,1,1,0.5342715876938564,Medium
2,0,5,0.3929553786390219,17,530,0,0,0.2036073068766268,Low
3,1,5,0.4696430863645118,32,704,0,1,0.6643784005141682,High
4,0,9,0.4900719903902033,7,706,1,0,0.6430762716165729,High
2,1,17,0.4332817426386698,30,606,1,1,0.4618882369424985,Medium
4,1,13,0.221207002792812,28,645,0,1,0.9048551579108359,Very High
2,0,2,0.486619006620833,14,600,1,0,0.18451984197331378,Very Low
4,0,13,0.3512478124974287,30,817,0,1,0.541242149280838,Medium
3,1,19,0.4722569905407839,17,740,0,1,0.7229353674864115,High
2,1,3,0.3704420103257407,32,746,0,0,0.454214537582493,Medium
3,1,10,0.2228955847390882,6,662,1,1,0.8546897253347032,Very High
2,0,2,0.2480098096571263,24,672,0,0,0.2006571636808627,Low
3,1,13,0.3201887108411761,6,534,0,0,0.8424054757580743,Very High
3,0,19,0.4160059366239528,27,783,1,1,0.29739678705170197,Low
2,0,17,0.227193020536134,18,520,0,0,0.24531222380151194,Low
2,1,14,0.3318924664536768,24,807,1,0,0.5024292693484668,Medium
2,0,12,0.2382499974305606,24,662,1,0,0.20323879874214051,Low
1,1,12,0.4263077618540428,34,596,1,1,0.227270826757944,Low
4,1,11,0.2866912375071802,15,806,0,1,0.9101811598312057,Very High
1,1,7,0.1306891307411541,11,838,0,0,0.4092426912388715,Medium
1,1,4,0.1664210085926145,22,554,1,1,0.39578359733739127,Low
3,1,19,0.1244418670478529,24,832,1,0,0.7944630362726518,High
2,0,1,0.2997211784057301,1,626,1,0,0.2955812318116005,Low
4,0,3,0.1425349189392908,18,692,0,1,0.72130680265563,High
3,1,13,0.1456559877238528,12,742,1,1,0.844337290357526,Very High
1,1,15,0.4764193040153508,28,848,1,1,0.19952373806970092,Very Low
2,0,2,0.4490620288704222,7,587,1,1,0.2237554839308098,Low
3,0,11,0.2808346387245464,23,835,0,1,0.3619494279684486,Low
2,0,4,0.4943221283400824,21,714,1,0,0.14609491111650905,Very Low
3,0,19,0.1000746112682652,34,591,0,0,0.41837935169121176,Medium
2,1,17,0.3455917825093575,11,802,0,1,0.5660737347696586,Medium
1,1,3,0.346571270948748,22,734,1,0,0.29168486290498363,Low
4,0,18,0.2829772223479553,35,683,1,1,0.5707770942794161,Medium
1,1,8,0.2587791891737171,29,537,1,0,0.32100435658276794,Low
4,0,19,0.282153254192243,28,638,0,1,0.6141165264782195,High
2,1,5,0.2659841744318721,18,694,0,0,0.5909166461766504,Medium
3,0,7,0.3921969909929198,14,514,0,1,0.4324208483841312,Medium
1,1,8,0.1541421739893136,18,756,1,0,0.38054539971151413,Low
4,0,5,0.179055688236452,28,634,0,1,0.6665847637712204,High
1,0,17,0.1722072913569694,24,500,1,0,0.10497293813835588,Very Low
4,1,5,0.2049882340485058,8,548,1,1,0.9468012859553948,Very High
1,0,4,0.3101033675126333,8,595,1,0,0.11425892859006295,Very Low
4,1,19,0.1444834989352875,4,700,0,1,0.9473253813666344,Very High
4,1,2,0.4472677181306016,27,525,0,1,0.8819351150008456,Very High
2,0,11,0.2189446125233889,5,842,0,0,0.25888177629721565,Low
4,1,13,0.1650151949874831,33,734,1,1,0.898512852215977,Very High
2,1,15,0.3702485238392973,34,848,0,0,0.41286884247368405,Medium
4,1,12,0.1152345202397277,30,743,0,1,0.9100050794180272,Very High
3,1,11,0.3479874259496657,8,826,1,1,0.7965355887604108,High
3,1,7,0.3792793722705999,26,550,1,1,0.7552394341427953,High
3,0,5,0.1859666125546877,34,580,0,0,0.39443345064547897,Low
4,1,17,0.1167856293774537,7,535,1,1,0.9540028045574671,Very High
2,1,9,0.2454581435677798,28,566,0,1,0.5651748684418192,Medium
2,1,14,0.1394376920967746,28,628,1,0,0.59952163296696,Medium
4,1,12,0.1465911398693348,14,654,1,0,0.9388271044511717,Very High
3,1,6,0.2017044925779458,4,744,0,1,0.8556127478969305,Very High
3,0,17,0.2181871698507037,18,610,1,1,0.4628757575181349,Medium
2,1,19,0.3119881364085682,25,667,1,0,0.5305129502689039,Medium
3,0,19,0.3713567542012053,7,641,1,0,0.45231178979375597,Medium
1,0,16,0.3371083763480739,28,696,0,0,0.06242842672936044,Very Low
2,0,12,0.1593441349158067,5,608,1,0,0.32429762796902056,Low
3,0,12,0.1688344129810505,3,578,1,1,0.5827209588594809,Medium
2,1,6,0.4515076999171658,31,660,0,0,0.4400981824997698,Medium
1,0,4,0.3233409260256454,20,518,0,1,0.09017173559373343,Very Low
2,0,6,0.4479751331590756,19,626,1,0,0.17225974822472323,Very Low
2,1,11,0.2486186045279497,11,704,1,0,0.6359756944581854,High
2,1,1,0.3457600029725295,3,528,1,0,0.6796812711327094,High
2,1,15,0.3094653664218443,23,706,0,0,0.5330695526436201,Medium
1,0,11,0.227649395928185,7,779,1,0,0.1137089926277271,Very Low
4,1,19,0.2879661488134382,23,650,0,1,0.90291016979828,Very High
2,1,18,0.3009963507307728,7,739,0,1,0.6196572136187951,High
2,0,17,0.1803083899026714,34,765,1,1,0.16787008880155108,Very Low
3,1,19,0.2260041489506926,19,681,1,1,0.8047670367382889,Very High
2,1,14,0.4165639002027902,9,604,0,1,0.5894353579755232,Medium
3,1,18,0.4663152957816509,18,735,1,0,0.7259996434190208,High
4,1,19,0.2439176374181197,25,672,1,1,0.9058031606426811,Very High
1,0,15,0.2227889128836072,14,657,0,0,0.10507592061069591,Very Low
1,1,15,0.178078865828753,25,671,1,1,0.3440272516742279,Low
4,1,4,0.3713964674602324,19,810,0,1,0.8899616006572161,Very High
1,0,7,0.2292398806665349,15,656,1,0,0.10617998196640639,Very Low
4,1,13,0.4950998156396754,16,757,0,0,0.8764645227289615,Very High
4,0,3,0.2302739208255813,27,663,0,1,0.6475072444241046,High
4,1,16,0.2576544187130513,10,646,1,1,0.9323768503985493,Very High
1,0,9,0.3413336784848139,4,653,0,0,0.10973186321780914,Very Low
3,0,8,0.420673717276522,19,537,0,0,0.3864419221195414,Low
4,0,13,0.2878074661382535,28,630,1,0,0.6226931767274844,High
2,0,17,0.2690624135155833,21,754,1,0,0.19130249603705227,Very Low
1,1,17,0.4982551334379234,14,707,1,0,0.27158677721085395,Low
4,0,17,0.1041974564559777,33,594,0,1,0.6689009553143599,High
4,1,1,0.4580261155404983,10,847,0,1,0.8936256487763352,Very High
2,0,8,0.159656330375895,19,826,0,0,0.2218530843579,Low
3,0,19,0.4143701104835654,30,670,1,0,0.30286576977220026,Low
3,0,6,0.3471726239385192,22,749,0,1,0.36043690710402526,Low
3,1,3,0.2367389141992368,3,689,0,1,0.8576676783323498,Very High
4,0,5,0.4495499822084073,18,698,1,0,0.6034151422803796,High
4,1,13,0.1051628911923968,11,720,0,1,0.9424362700017845,Very High
4,1,15,0.1906762608299694,2,523,1,1,0.9541669991349321,Very High
1,1,14,0.3267571184998144,12,743,1,0,0.34125012213725114,Low
2,1,16,0.2406169040198792,6,823,1,1,0.6400800381575932,High
4,1,18,0.3441509981273311,29,627,0,1,0.8820103426362985,Very High
2,1,11,0.1096440773634667,30,592,0,1,0.605095771602423,High
2,1,3,0.146583572192685,2,799,0,0,0.7056829384158368,High
3,1,10,0.1508384960873757,9,632,1,1,0.8644906745228976,Very High
1,1,10,0.1757134583664037,2,554,1,1,0.5034439978726034,Medium
4,0,16,0.2837325763202171,29,657,1,1,0.6113383219105881,High
3,0,12,0.4008514798174285,33,528,0,0,0.31814283737055266,Low
3,0,2,0.4622155351715604,10,710,0,1,0.38968990678070264,Low
4,0,9,0.4341490121136985,34,653,0,0,0.5183449653903809,Medium
2,0,3,0.1787551487102734,8,792,0,0,0.27179352639044196,Low
3,1,15,0.276460220892253,33,721,0,1,0.7221300451647508,High
2,1,3,0.179764639103414,6,614,1,1,0.7102571634474828,High
1,1,19,0.2057887266668763,19,657,0,0,0.3601655293453855,Low
2,1,18,0.3014187926047544,32,758,1,1,0.4758214456494994,Medium
1,1,8,0.127243609889409,27,750,1,0,0.34365046496481444,Low
2,1,17,0.1872697318373093,1,621,0,1,0.7173283579903735,High
3,1,8,0.4741512645228469,33,798,1,0,0.6422706709796168,High
3,0,7,0.2864465170633956,32,762,0,1,0.3282518447031336,Low
1,0,7,0.2781546103911488,5,548,0,0,0.12872633936246936,Very Low
4,0,3,0.1058268619005115,17,828,1,1,0.7206072330205545,High
1,0,1,0.1989598988233383,8,796,0,1,0.11598357258523061,Very Low
1,1,4,0.4465169743928725,34,576,0,0,0.22453246282862188,Low
2,1,5,0.1658513713034675,9,626,1,1,0.6972629863409785,High
2,1,1,0.2660499758138884,23,696,1,0,0.5699344849979147,Medium
1,0,15,0.1057323623468005,35,720,1,0,0.07856337352812327,Very Low
3,1,5,0.2913341926682223,7,590,1,1,0.8459010984187354,Very High
2,1,13,0.1084084426904868,15,507,1,1,0.7044101503249616,High
4,1,8,0.4278438212263199,20,531,1,0,0.9009674963565536,Very High
2,0,8,0.4299415069948414,25,819,0,0,0.1338712858341771,Very Low
2,1,5,0.4150968753209479,3,768,0,1,0.5979886774295088,Medium
4,0,9,0.2133456275564473,24,690,0,0,0.6610155640352589,High
1,0,1,0.4348948872887272,34,848,1,1,0.043848451481919036,Very Low
4,0,4,0.3171992530421077,22,662,0,0,0.6388797351046916,High
1,0,3,0.249523243546801,11,560,1,0,0.12134728561896765,Very Low
1,1,2,0.3501319838816932,8,763,0,1,0.3530670664968375,Low
1,0,8,0.1049364184241496,35,784,1,0,0.07639991197577388,Very Low
4,0,9,0.1571843510403008,8,594,0,1,0.7727586184487925,High
1,1,2,0.3969174152681051,27,540,1,0,0.28300239608428307,Low
3,1,14,0.1976646434864612,28,648,1,1,0.7853072527621976,High
4,0,14,0.3392036469314998,34,703,1,1,0.5511053982081052,Medium
3,1,4,0.2540410411292119,32,766,1,1,0.7380393926772724,High
1,0,6,0.4419223115197046,15,501,0,0,0.08357557339716339,Very Low
2,0,11,0.4809661223986574,17,677,0,1,0.1598056023680197,Very Low
1,0,3,0.4534258913480762,33,693,1,0,0.048864266035456044,Very Low
3,0,8,0.2082479978774386,16,835,1,0,0.4394496912009557,Medium
3,1,3,0.1776651476184329,29,695,1,1,0.7863887622597332,High
4,0,14,0.289773957448294,9,842,0,0,0.678117764202924,High
2,1,13,0.1029336603344721,33,748,1,0,0.5629824625181405,Medium
4,1,13,0.1103237571452727,29,711,1,1,0.9161144142237,Very High
3,1,2,0.3213162558492,13,652,0,1,0.8092140554998366,Very High
1,1,13,0.3081797616661144,21,657,1,0,0.31806413474363754,Low
2,0,19,0.497832795614104,21,638,1,0,0.14745626978582627,Very Low
1,1,6,0.1807367341455032,5,720,0,0,0.4470213685097763,Medium
1,0,16,0.2032415716641873,10,772,1,0,0.11000755915410278,Very Low
2,1,2,0.1454162569305147,6,653,1,1,0.7166412223993465,High
4,1,8,0.4670172038614979,13,748,0,1,0.8911436977313383,Very High
1,0,17,0.4111244977833803,1,778,1,1,0.09508946471392371,Very Low
3,0,2,0.428935644582739,20,803,0,1,0.3311363557677485,Low
1,0,10,0.4611055151858035,8,775,1,0,0.07711377876363762,Very Low
2,1,16,0.3099599946903353,10,501,1,1,0.6517387318460397,High
2,1,6,0.2804772765802895,9,587,1,1,0.6596024214756235,High
2,0,2,0.2321565894662466,3,786,1,1,0.28241862511556576,Low
4,0,2,0.3356858457391422,11,629,1,1,0.7010122211888103,High
1,0,13,0.281711358715929,12,577,0,0,0.10658032661431445,Very Low
4,0,15,0.28062623464223,10,759,1,0,0.6952565490233926,High
4,1,2,0.4747711454924556,25,740,1,1,0.8643761234590404,Very High
2,0,7,0.4936126057116521,25,640,0,0,0.13852435826518467,Very Low
2,0,3,0.4185937557318323,11,727,0,0,0.19385304899696493,Very Low
4,0,8,0.4027032360987713,26,662,1,1,0.5828169251450203,Medium
1,0,14,0.3722232647116406,14,735,0,0,0.07818361368976706,Very Low
3,1,7,0.1664299409334055,1,627,1,1,0.8836695309205176,Very High
4,0,7,0.1236423283502618,4,699,0,1,0.785215078423708,High
1,1,1,0.3762905260453052,30,530,0,0,0.27411500924343635,Low
2,0,17,0.3915144889026304,12,637,1,0,0.20619678555166687,Low
2,0,9,0.1187891964392559,35,520,0,0,0.2126604914993828,Low
1,1,13,0.4712207000915392,13,733,1,0,0.28401141051653117,Low
3,0,19,0.136456255777871,31,701,0,0,0.39789629724625764,Low
2,1,19,0.2143602135084809,23,778,0,0,0.5567641780196222,Medium
2,1,17,0.3689559251194818,4,630,0,1,0.6301047636825039,High
2,0,10,0.1679490377617905,16,647,1,0,0.2621273107554073,Low
1,1,10,0.1221663553768977,7,528,1,1,0.5029703444562001,Medium
4,1,4,0.2324585956656599,22,807,0,1,0.906112876269016,Very High
2,1,8,0.4063886299420717,29,661,1,1,0.4750733236759021,Medium
4,1,18,0.2654714715941041,11,839,1,1,0.9183317263562634,Very High
3,1,14,0.3611891687631757,33,560,1,1,0.7238716888555815,High
2,1,18,0.3318476388912547,29,624,0,0,0.5026074803633337,Medium
2,1,14,0.1088873928102321,12,570,1,0,0.7074160948144672,High
3,1,15,0.4954159948182827,7,825,0,1,0.7494580409114139,High
2,0,4,0.1165712355277551,26,742,0,0,0.22064381415477152,Low
4,0,13,0.487121095059394,9,748,0,1,0.6173592670297576,High
1,1,8,0.3199456713457592,34,720,0,0,0.24081304471075585,Low
4,0,18,0.4852636108260266,13,520,0,0,0.636776003464095,High
1,1,12,0.1459014397655341,25,581,1,1,0.3764475116729034,Low
1,1,14,0.2961634076742053,24,843,1,0,0.274904034525925,Low
4,0,2,0.1678016367464234,17,509,0,0,0.7474635154944017,High
4,1,18,0.1203899508089769,2,511,1,1,0.9593211525586202,Very High
4,1,2,0.3470116460249246,13,762,1,1,0.9123048149169283,Very High
4,1,11,0.1831133683846766,31,644,1,1,0.9069541277885261,Very High
3,1,9,0.3350788073150184,29,691,1,1,0.7331423555624602,High
2,0,12,0.1449457927795942,28,749,1,0,0.20289685796934917,Low
1,1,17,0.2327945885730811,27,613,1,1,0.32147771169676626,Low
4,1,15,0.4126530232212989,15,525,1,1,0.9118308078463138,Very High
4,1,17,0.2748206087368751,31,770,0,1,0.8777105961556466,Very High
4,0,18,0.3510981659589346,15,532,0,1,0.6771758862244047,High
3,1,6,0.3589831762982184,33,561,0,0,0.7251516044320976,High
4,0,17,0.4375020175949174,20,728,1,1,0.5822427421949629,Medium
4,0,18,0.2299691177626565,12,802,1,1,0.6946633662837981,High
4,1,8,0.3749182250330071,9,594,0,1,0.9232377122715091,Very High
2,1,9,0.4846463228184663,23,534,1,0,0.5015467153712115,Medium
3,0,6,0.3920973337431472,8,692,1,0,0.43685894076728315,Medium
4,1,5,0.2959481906870978,32,575,0,1,0.8917757910022082,Very High
1,0,12,0.3522869777967717,14,748,0,1,0.0804098921508985,Very Low
1,0,11,0.3958731591052432,27,582,0,0,0.06421152894858503,Very Low
1,1,1,0.344910306277549,25,524,1,0,0.31553197727990046,Low
3,1,11,0.1066703253959356,13,556,1,1,0.8695207511380126,Very High
3,0,19,0.1779093990748903,21,531,1,0,0.4777648565265467,Medium
1,0,9,0.4241872868861864,31,818,0,0,0.04682275973005635,Very Low
4,0,2,0.2090602589249938,5,511,0,1,0.7847757980863856,High
3,0,12,0.3926248478244536,13,818,1,0,0.37850266642127195,Low
1,1,4,0.2488480860966795,28,832,0,1,0.2764486406950465,Low
1,1,4,0.3087537312631773,25,591,0,0,0.31072008582113836,Low
4,1,18,0.1271893199277615,35,500,1,1,0.9152448412592165,Very High
2,1,15,0.1724902244198838,7,825,0,1,0.6575582919595907,High
3,1,19,0.4828787854076938,32,635,0,1,0.6623640070919438,High
4,0,13,0.4560552213787656,3,695,0,1,0.6723145651635336,High
1,1,19,0.3609100443596201,22,632,1,0,0.29381976651603664,Low
1,1,17,0.2838578389542949,8,585,1,1,0.40958605553743527,Medium
4,1,6,0.3703045171580895,17,794,0,1,0.8953497464883221,Very High
3,1,16,0.3474441156375756,27,778,1,1,0.7195400172628643,High
2,1,12,0.3274209022418448,33,823,1,0,0.44972125948230696,Medium
2,0,19,0.1236708287454167,17,679,1,0,0.2621738649116145,Low
1,0,5,0.3531210442646028,12,503,0,0,0.1028463064446395,Very Low
3,0,17,0.4075680178284674,27,625,1,0,0.3301725808120915,Low
2,1,1,0.4976326618582302,8,674,0,0,0.5557798181922942,Medium
3,0,10,0.1044314210377238,23,750,0,1,0.4545835633572441,Medium
3,0,15,0.3920693813242707,29,520,1,0,0.3466395688087983,Low
1,1,11,0.3287157263743921,20,604,0,1,0.3216170923914368,Low
2,1,13,0.2736208704323827,16,565,1,1,0.6237043082749457,High
4,1,5,0.1510280698285483,17,762,1,1,0.9298324228704257,Very High
1,0,1,0.2636340594539504,16,548,0,0,0.10643909736625096,Very Low
2,0,12,0.2417508731944541,19,515,0,1,0.23984956603837998,Low
2,1,11,0.2211319555914969,8,644,1,1,0.6741496212141185,High
2,1,17,0.3923518493288831,29,839,1,0,0.43767271349503545,Medium
2,0,4,0.3802902085137055,26,749,1,0,0.15296918434816553,Very Low
2,0,15,0.3356080363923646,31,842,1,1,0.13450307834400302,Very Low
3,1,9,0.4754659253173489,12,574,0,1,0.7755641992134475,High
1,1,19,0.2399417536723418,17,789,0,1,0.33239123549253446,Low
3,0,19,0.1975207750840718,15,781,0,0,0.44743073076762496,Medium
4,1,12,0.3623613252393598,9,565,1,0,0.9270579349648765,Very High
2,0,5,0.1795256243749612,12,624,0,1,0.27933299693845454,Low
1,0,10,0.2260042028733698,32,818,0,0,0.06352752178289482,Very Low
2,0,17,0.1898409760299539,25,586,0,0,0.21791811847042916,Low
1,0,5,0.1276614270874005,18,540,0,1,0.12557076156837807,Very Low
3,1,16,0.4309994966542694,15,685,1,0,0.7604475447388535,High
1,1,7,0.2018162171686645,32,834,0,0,0.2720131734799978,Low
4,0,9,0.2892110013372083,6,765,0,1,0.710173847640996,High
4,0,3,0.1173261093017247,35,770,0,0,0.6294062517238446,High
1,0,15,0.3797357865010572,34,541,0,0,0.05764620426705103,Very Low
1,0,16,0.2322244009225163,5,592,1,0,0.1330481047458057,Very Low
1,0,18,0.3978946911316839,18,684,1,0,0.07205353996722762,Very Low
1,1,14,0.2649612241871464,16,714,0,0,0.3451940673461755,Low
4,1,3,0.1783022425622498,8,516,1,1,0.950679913142536,Very High
2,1,12,0.3052700329128144,25,764,1,0,0.5187296799311998,Medium
1,1,9,0.1522018238549759,32,613,1,0,0.3322073654705851,Low
1,0,7,0.2762156639491979,26,791,1,0,0.07012333786319053,Very Low
4,0,9,0.2269221909681946,22,791,0,1,0.6472837689020584,High
4,0,13,0.4647838336798533,31,547,1,0,0.5466562186548154,Medium
3,0,18,0.1243714886882879,10,806,1,1,0.5098400362048401,Medium
1,0,5,0.3776069656422968,12,596,0,0,0.09225158682521481,Very Low
3,1,13,0.1731004663949743,28,594,0,1,0.7968781733891236,High
4,0,4,0.2276180297328959,6,825,0,1,0.7251864561091955,High
4,1,2,0.2662056252248264,20,573,0,1,0.9209504514891549,Very High
2,1,16,0.4632060357499897,5,835,1,0,0.5490539155972671,Medium
1,1,9,0.19703130642953,23,567,0,1,0.3663243010800814,Low
