offer_count,isRecurrentUser,antiguedadIngresos,offered_rate,numeroPagos,fico,isFraud,took_loan
3,0,6,0.3471726239385192,22,749,0,1
3,1,3,0.23673891419923684,3,689,0,1
4,0,5,0.44954998220840736,18,698,1,0
4,1,13,0.1051628911923968,11,720,0,1
4,1,15,0.19067626082996947,2,523,1,1
1,1,14,0.3267571184998144,12,743,1,0
2,1,16,0.24061690401987923,6,823,1,1
4,1,18,0.3441509981273311,29,627,0,1
2,1,11,0.10964407736346674,30,592,0,1
2,1,3,0.14658357219268503,2,799,0,0
3,1,10,0.1508384960873757,9,632,1,1
1,1,10,0.17571345836640379,2,554,1,1
4,0,16,0.2837325763202171,29,657,1,1
3,0,12,0.4008514798174285,33,528,0,0
3,0,2,0.46221553517156044,10,710,0,1
4,0,9,0.4341490121136985,34,653,0,0
2,0,3,0.17875514871027343,8,792,0,0
3,1,15,0.276460220892253,33,721,0,1
2,1,3,0.179764639103414,6,614,1,1
1,1,19,0.2057887266668763,19,657,0,0
2,1,18,0.30141879260475446,32,758,1,1
1,1,8,0.12724360988940903,27,750,1,0
2,1,17,0.1872697318373093,1,621,0,1
3,1,8,0.47415126452284695,33,798,1,0
3,0,7,0.28644651706339563,32,762,0,1
1,0,7,0.27815461039114886,5,548,0,0
4,0,3,0.10582686190051156,17,828,1,1
1,0,1,0.1989598988233383,8,796,0,1
1,1,4,0.4465169743928725,34,576,0,0
2,1,5,0.1658513713034675,9,626,1,1
2,1,1,0.26604997581388845,23,696,1,0
1,0,15,0.1057323623468005,35,720,1,0
3,1,5,0.29133419266822236,7,590,1,1
2,1,13,0.10840844269048687,15,507,1,1
4,1,8,0.4278438212263199,20,531,1,0
2,0,8,0.42994150699484146,25,819,0,0
2,1,5,0.41509687532094797,3,768,0,1
4,0,9,0.2133456275564473,24,690,0,0
1,0,1,0.43489488728872727,34,848,1,1
4,0,4,0.3171992530421077,22,662,0,0
1,0,3,0.249523243546801,11,560,1,0
1,1,2,0.3501319838816932,8,763,0,1
1,0,8,0.10493641842414961,35,784,1,0
4,0,9,0.15718435104030087,8,594,0,1
1,1,2,0.3969174152681051,27,540,1,0
3,1,14,0.1976646434864612,28,648,1,1
4,0,14,0.33920364693149985,34,703,1,1
3,1,4,0.2540410411292119,32,766,1,1
1,0,6,0.4419223115197046,15,501,0,0
2,0,11,0.48096612239865744,17,677,0,1
1,0,3,0.4534258913480762,33,693,1,0
3,0,8,0.20824799787743867,16,835,1,0
3,1,3,0.1776651476184329,29,695,1,1
4,0,14,0.28977395744829404,9,842,0,0
2,1,13,0.10293366033447211,33,748,1,0
4,1,13,0.1103237571452727,29,711,1,1
3,1,2,0.32131625584920004,13,652,0,1
1,1,13,0.3081797616661144,21,657,1,0
2,0,19,0.497832795614104,21,638,1,0
1,1,6,0.18073673414550326,5,720,0,0
1,0,16,0.20324157166418738,10,772,1,0
2,1,2,0.1454162569305147,6,653,1,1
4,1,8,0.4670172038614979,13,748,0,1
1,0,17,0.41112449778338034,1,778,1,1
3,0,2,0.42893564458273903,20,803,0,1
1,0,10,0.46110551518580356,8,775,1,0
2,1,16,0.3099599946903353,10,501,1,1
2,1,6,0.2804772765802895,9,587,1,1
2,0,2,0.23215658946624662,3,786,1,1
4,0,2,0.3356858457391422,11,629,1,1
1,0,13,0.281711358715929,12,577,0,0
4,0,15,0.28062623464223,10,759,1,0
4,1,2,0.4747711454924556,25,740,1,1
2,0,7,0.4936126057116521,25,640,0,0
2,0,3,0.41859375573183233,11,727,0,0
4,0,8,0.40270323609877134,26,662,1,1
1,0,14,0.3722232647116406,14,735,0,0
3,1,7,0.1664299409334055,1,627,1,1
4,0,7,0.12364232835026182,4,699,0,1
1,1,1,0.3762905260453052,30,530,0,0
2,0,17,0.3915144889026304,12,637,1,0
2,0,9,0.11878919643925592,35,520,0,0
1,1,13,0.47122070009153927,13,733,1,0
3,0,19,0.13645625577787102,31,701,0,0
2,1,19,0.21436021350848097,23,778,0,0
2,1,17,0.36895592511948183,4,630,0,1
2,0,10,0.16794903776179054,16,647,1,0
1,1,10,0.12216635537689778,7,528,1,1
4,1,4,0.23245859566565993,22,807,0,1
2,1,8,0.4063886299420717,29,661,1,1
4,1,18,0.2654714715941041,11,839,1,1
3,1,14,0.36118916876317575,33,560,1,1
2,1,18,0.3318476388912547,29,624,0,0
2,1,14,0.10888739281023217,12,570,1,0
3,1,15,0.4954159948182827,7,825,0,1
2,0,4,0.11657123552775511,26,742,0,0
4,0,13,0.48712109505939405,9,748,0,1
1,1,8,0.31994567134575924,34,720,0,0
4,0,18,0.48526361082602665,13,520,0,0
1,1,12,0.14590143976553419,25,581,1,1
1,1,14,0.2961634076742053,24,843,1,0
4,0,2,0.16780163674642345,17,509,0,0
4,1,18,0.12038995080897696,2,511,1,1
4,1,2,0.3470116460249246,13,762,1,1
4,1,11,0.1831133683846766,31,644,1,1
3,1,9,0.3350788073150184,29,691,1,1
2,0,12,0.14494579277959427,28,749,1,0
1,1,17,0.2327945885730811,27,613,1,1
4,1,15,0.41265302322129893,15,525,1,1
4,1,17,0.2748206087368751,31,770,0,1
4,0,18,0.3510981659589346,15,532,0,1
3,1,6,0.3589831762982184,33,561,0,0
4,0,17,0.43750201759491747,20,728,1,1
4,0,18,0.22996911776265652,12,802,1,1
4,1,8,0.3749182250330071,9,594,0,1
2,1,9,0.4846463228184663,23,534,1,0
3,0,6,0.39209733374314726,8,692,1,0
4,1,5,0.2959481906870978,32,575,0,1
1,0,12,0.35228697779677176,14,748,0,1
1,0,11,0.39587315910524323,27,582,0,0
1,1,1,0.344910306277549,25,524,1,0
3,1,11,0.10667032539593567,13,556,1,1
3,0,19,0.17790939907489034,21,531,1,0
1,0,9,0.42418728688618645,31,818,0,0
4,0,2,0.20906025892499389,5,511,0,1
3,0,12,0.3926248478244536,13,818,1,0
1,1,4,0.2488480860966795,28,832,0,1
1,1,4,0.3087537312631773,25,591,0,0
4,1,18,0.1271893199277615,35,500,1,1
2,1,15,0.17249022441988382,7,825,0,1
3,1,19,0.4828787854076938,32,635,0,1
4,0,13,0.45605522137876564,3,695,0,1
1,1,19,0.36091004435962015,22,632,1,0
1,1,17,0.28385783895429495,8,585,1,1
4,1,6,0.37030451715808954,17,794,0,1
3,1,16,0.3474441156375756,27,778,1,1
2,1,12,0.32742090224184484,33,823,1,0
2,0,19,0.12367082874541674,17,679,1,0
1,0,5,0.3531210442646028,12,503,0,0
3,0,17,0.4075680178284674,27,625,1,0
2,1,1,0.4976326618582302,8,674,0,0
3,0,10,0.10443142103772388,23,750,0,1
3,0,15,0.3920693813242707,29,520,1,0
1,1,11,0.32871572637439217,20,604,0,1
2,1,13,0.2736208704323827,16,565,1,1
4,1,5,0.15102806982854836,17,762,1,1
1,0,1,0.26363405945395046,16,548,0,0
2,0,12,0.24175087319445412,19,515,0,1
2,1,11,0.2211319555914969,8,644,1,1
2,1,17,0.3923518493288831,29,839,1,0
2,0,4,0.38029020851370554,26,749,1,0
2,0,15,0.33560803639236464,31,842,1,1
3,1,9,0.4754659253173489,12,574,0,1
1,1,19,0.2399417536723418,17,789,0,1
3,0,19,0.19752077508407184,15,781,0,0
4,1,12,0.3623613252393598,9,565,1,0
2,0,5,0.1795256243749612,12,624,0,1
1,0,10,0.22600420287336986,32,818,0,0
2,0,17,0.18984097602995395,25,586,0,0
1,0,5,0.1276614270874005,18,540,0,1
3,1,16,0.4309994966542694,15,685,1,0
1,1,7,0.2018162171686645,32,834,0,0
4,0,9,0.2892110013372083,6,765,0,1
4,0,3,0.11732610930172478,35,770,0,0
1,0,15,0.3797357865010572,34,541,0,0
1,0,16,0.23222440092251634,5,592,1,0
1,0,18,0.39789469113168396,18,684,1,0
1,1,14,0.26496122418714646,16,714,0,0
4,1,3,0.17830224256224986,8,516,1,1
2,1,12,0.3052700329128144,25,764,1,0
1,1,9,0.15220182385497594,32,613,1,0
1,0,7,0.27621566394919794,26,791,1,0
4,0,9,0.22692219096819463,22,791,0,1
4,0,13,0.4647838336798533,31,547,1,0
3,0,18,0.12437148868828798,10,806,1,1
1,0,5,0.3776069656422968,12,596,0,0
3,1,13,0.17310046639497437,28,594,0,1
4,0,4,0.22761802973289594,6,825,0,1
4,1,2,0.2662056252248264,20,573,0,1
2,1,16,0.46320603574998975,5,835,1,0
1,1,9,0.19703130642953007,23,567,0,1
3,1,9,0.1365235210178681,9,745,1,0
4,0,6,0.22747584159620945,29,576,1,1
4,1,11,0.14187038821421336,16,707,0,1
3,1,1,0.15143859438422103,22,753,0,1
2,1,4,0.3295402391900107,8,720,1,1
4,0,13,0.12436077323979733,20,761,1,1
1,0,13,0.11237235255742642,14,830,0,1
4,0,13,0.3857656405881992,34,843,0,1
1,1,2,0.24465883793641782,11,758,0,0
3,1,9,0.15015013969354932,33,807,1,0
1,0,8,0.2014451083438833,31,573,1,0
3,1,7,0.3568346029409596,34,624,0,1
1,0,4,0.2102146268563405,7,687,1,0
3,0,18,0.29780845004816314,23,753,0,0
1,1,3,0.14867812269066893,7,820,1,0
2,1,6,0.33523745504217883,25,807,1,1
1,1,12,0.22643107353730563,3,734,0,1
1,1,12,0.3507873738114866,20,749,0,1
2,0,8,0.42335795292160916,34,831,0,0
4,0,1,0.344658567755997,30,844,1,1
4,0,4,0.21829902503800827,17,571,1,0
1,0,11,0.20229748061932018,10,734,0,0
2,0,3,0.23096838349337923,35,823,1,1
1,1,13,0.16584820529460192,20,655,0,1
3,0,17,0.17246874034000803,18,614,1,1
3,0,10,0.4162764407600672,27,812,0,0
1,0,12,0.25389303060297796,23,727,1,0
4,1,15,0.2743980722282343,32,821,1,1
4,1,10,0.3376197862267245,10,845,1,1
1,1,14,0.3358613980606191,11,744,1,0
1,1,13,0.12695074860877031,6,805,0,0
3,0,5,0.4326163145350662,34,513,1,1
4,0,6,0.17093062128957576,17,515,0,1
1,1,2,0.38922865441986754,12,541,0,1
3,1,17,0.4090683952512667,21,609,0,1
4,0,4,0.38595981363652554,19,777,0,0
2,0,14,0.33159105862165805,3,823,1,0
3,1,10,0.10584359884355315,18,518,0,1
4,1,3,0.2441501969452683,19,565,1,1
4,1,3,0.3419357717450325,6,666,1,1
3,1,15,0.2549805183690155,16,572,1,1
2,0,6,0.4453919579651252,8,809,1,1
3,0,17,0.22352091013984615,18,611,0,1
4,0,12,0.21741391698346418,12,773,1,0
1,1,11,0.2063990772370632,10,584,0,1
1,1,4,0.2331123475843182,7,638,1,0
3,0,6,0.3229619857256749,1,538,1,1
4,0,1,0.3828061177090364,21,604,0,0
1,0,16,0.3650271670955141,24,823,1,0
4,0,15,0.42308712799259185,25,780,1,1
3,1,17,0.45436559819896993,7,622,1,1
1,0,8,0.42643161693734055,17,717,1,0
4,0,12,0.10757816134974184,29,560,1,1
1,0,10,0.3943671814207955,30,599,0,0
3,0,15,0.18335982944733265,7,806,1,0
4,0,9,0.15317121708319306,33,703,1,0
1,0,2,0.3553955139196542,7,757,0,0
3,0,5,0.22789727816307798,24,504,1,0
1,1,6,0.1228468653481773,11,696,0,1
1,1,7,0.15505189375934456,9,679,1,0
2,1,1,0.10037176674798443,12,841,1,1
2,1,7,0.461289450937883,35,632,0,1
3,0,12,0.10984719353649544,4,823,1,1
2,1,16,0.18378230780380445,28,752,1,1
3,1,16,0.26650511227516294,13,764,0,1
2,0,11,0.24262853038032764,23,592,0,0
1,0,4,0.46469035076511034,19,649,1,0
3,1,13,0.11611557829381686,24,637,0,1
3,1,7,0.30488588307082065,16,707,1,1
1,0,4,0.3721917850097496,33,624,0,0
3,1,15,0.47267918947246756,12,733,1,0
3,0,19,0.34814850084948845,34,560,0,1
2,0,9,0.4215020944047051,7,806,0,0
3,0,11,0.13348997513813937,11,765,0,0
4,0,8,0.2543758043747709,31,633,0,1
1,1,1,0.249578853791627,29,817,0,0
2,0,8,0.4545152865822871,13,612,0,1
2,0,13,0.16054846850531,31,690,0,0
4,1,4,0.16075446893465212,2,686,0,1
1,0,8,0.2314232599543194,15,818,0,0
1,1,3,0.12178641894673503,11,588,1,0
2,1,9,0.17298321626099603,34,686,0,0
3,1,2,0.48608385541829413,4,806,1,0
2,0,2,0.2712735759468692,11,631,0,0
1,1,13,0.3528076833689746,29,622,1,0
4,1,15,0.3904445037378548,2,547,1,1
2,0,12,0.2467845628028802,16,787,0,0
1,1,4,0.1588908297642068,13,678,0,0
2,1,8,0.18263240648871235,17,679,1,0
3,1,9,0.22530659063224415,21,598,1,1
2,1,5,0.35442736814089026,19,829,0,0
2,1,18,0.2593122196356218,7,533,0,1
1,0,11,0.10272587916005126,8,569,0,0
1,1,15,0.30936287402698875,13,670,1,0
1,1,9,0.4686053567629672,2,771,0,1
2,0,17,0.42483104440347164,11,558,0,1
3,0,12,0.43008454850385247,24,680,0,1
4,0,7,0.41802320704245244,6,518,0,1
4,1,10,0.22949233024416948,26,725,0,0
1,0,10,0.4060775335017568,7,594,1,1
1,1,13,0.1572645431244772,19,796,1,1
2,1,19,0.3630864589103814,6,580,0,1
4,0,11,0.3566274266739978,29,674,0,0
1,0,13,0.11022791963589387,2,721,1,0
3,1,8,0.41518805343637266,19,602,0,1
3,0,8,0.4612992420380523,4,553,1,0
1,1,4,0.20696611138884308,6,682,0,1
1,0,15,0.4249562896744604,28,817,1,0
4,0,11,0.13296238874477928,30,848,1,1
4,0,11,0.3399871433044264,7,820,0,1
2,1,1,0.29425874613371084,9,567,1,1
4,0,17,0.3183694133236,25,527,0,0
3,1,15,0.4704820807537381,33,773,1,1
3,1,6,0.4485260988987414,1,781,0,1
1,1,15,0.4140334628959028,6,810,0,0
4,1,9,0.2094793830713484,18,618,0,1
2,0,14,0.4647274514744367,10,633,1,1
3,1,18,0.13900307698555012,28,628,0,1
3,1,17,0.4413316866235152,11,507,0,1
2,0,18,0.23126402894144313,33,550,0,0
2,1,5,0.12150892466479335,1,840,1,1
3,0,9,0.36774279369629936,13,780,0,1
3,1,11,0.1925119713263822,20,674,1,1
2,0,1,0.19742845034585277,1,682,1,0
3,1,18,0.2224188664915086,3,691,1,1
1,0,6,0.1254739070010067,18,748,0,0
1,1,2,0.17085085767930164,14,734,0,1
2,1,15,0.10205585103422413,31,582,1,1
4,0,14,0.2781638084423147,27,592,0,0
2,0,5,0.13370215096718852,17,811,0,0
2,0,6,0.37306104201767964,29,767,1,0
4,0,6,0.19424914047665937,26,619,1,1
4,1,18,0.47742965761407086,17,570,0,1
4,1,14,0.448500650959461,22,516,1,1
1,0,10,0.2157763579872833,25,752,0,0
3,1,14,0.4132861818626715,2,621,1,1
1,0,13,0.4212979618659225,22,509,0,0
3,0,3,0.49462524564576416,5,786,0,0
1,1,6,0.339135994738274,4,815,1,1
3,1,8,0.13278629385746488,6,825,0,1
1,1,12,0.3587348915705524,21,772,0,0
4,1,13,0.3499918993504141,13,805,1,1
2,1,11,0.3553402309681727,25,792,0,1
1,1,12,0.22285825924168462,26,709,0,0
3,1,1,0.44387183403213315,20,717,0,0
4,0,17,0.4837888731821648,33,740,1,1
1,0,16,0.18708500519126062,14,699,1,0
1,0,11,0.1352608632546578,17,715,1,0
4,0,13,0.17781401326739366,21,704,1,1
1,0,18,0.4282208557022875,16,715,1,0
2,1,11,0.37065785392793904,16,579,0,1
1,0,12,0.35441893693565063,20,766,0,0
2,0,6,0.2607172540437698,29,534,0,0
2,0,9,0.3311311886045743,28,788,1,0
4,0,16,0.22314965010974697,8,517,0,1
1,0,4,0.2908800317671845,24,664,1,0
4,0,3,0.4172252113482624,3,512,0,0
1,0,16,0.4924966389821849,25,701,1,0
1,1,12,0.4729955694359208,19,728,0,0
3,1,11,0.47354637713849956,33,845,0,1
1,0,5,0.260889493938845,2,500,1,0
4,1,18,0.2875159522027164,15,818,0,0
2,1,19,0.3822541585475926,22,716,0,1
1,1,6,0.46887677122051374,10,533,1,0
3,1,18,0.15679770374083388,18,765,0,1
4,0,6,0.22169674553087831,22,627,0,1
1,1,4,0.15569873783764382,27,711,1,1
4,1,12,0.34480341198378217,13,762,1,1
3,1,19,0.22252039875501503,33,811,1,1
3,0,2,0.23044314100502938,5,579,1,1
4,0,17,0.12836638379519172,26,664,1,1
1,0,11,0.2399184247230368,13,751,0,0
2,0,11,0.4449986029606342,27,511,1,0
3,0,16,0.193229124756334,14,803,1,1
1,0,2,0.37807498648402627,24,711,0,0
1,0,2,0.3518513379754371,3,781,0,1
2,1,8,0.4453938433476462,30,611,0,0
3,1,13,0.1529151790604153,35,710,0,1
3,1,10,0.4910359841380173,14,738,0,0
1,0,8,0.33305145841614625,12,767,1,0
1,0,4,0.49818966093872574,28,797,0,0
2,0,15,0.46460589034634037,29,816,1,0
2,0,1,0.18860690884524234,17,557,0,0
3,0,11,0.12246480396132525,21,533,1,0
4,1,7,0.20225563751814463,23,762,0,1
3,1,17,0.31102545959976796,20,534,1,0
1,0,18,0.16863854682607599,11,770,1,0
3,0,12,0.1669838978071954,34,726,1,0
4,0,9,0.28503741884206124,10,524,1,1
2,0,5,0.11330718846774337,10,733,1,0
4,1,10,0.1487552330129082,6,558,1,1
4,0,4,0.26634453576317907,24,750,1,1
4,0,5,0.12525196368318658,12,834,1,1
2,0,10,0.25870202258221175,23,585,1,1
4,0,11,0.289602506379378,27,750,1,0
4,1,10,0.28050664562924577,6,679,0,1
4,0,8,0.44766994296123497,1,706,1,0
1,0,2,0.31202498202069295,6,843,1,1
4,1,8,0.28719218499121735,22,648,0,1
2,1,16,0.2642836981566665,24,570,1,1
4,1,5,0.42704935132179445,25,620,1,1
4,0,3,0.4580226415999332,15,752,0,0
2,0,12,0.44129698767884706,26,592,0,0
4,1,13,0.36941863125255636,8,755,1,1
2,1,13,0.15494469838746971,24,753,0,1
4,1,10,0.21074798779680493,6,787,1,1
2,1,4,0.11842522547279098,35,808,1,1
4,1,9,0.47232962999604566,1,558,1,1
4,1,2,0.3643194118763642,12,568,0,1
1,0,19,0.39854515372529664,11,585,1,0
1,0,1,0.22462869583289158,12,773,1,0
4,0,7,0.438261408910937,7,726,0,1
4,1,17,0.2038413134833914,11,580,1,1
3,1,3,0.10065750284497987,31,613,1,1
2,1,3,0.2505659850082776,33,683,1,0
3,1,3,0.3283045923836294,13,779,1,1
1,1,17,0.291481943186209,18,821,1,0
1,1,7,0.44483045703063884,24,817,1,0
1,0,14,0.1421621143824668,9,553,0,0
1,0,17,0.3215293762534902,31,696,1,0
4,1,18,0.305191739928363,10,792,1,1
1,0,13,0.2125571928688652,2,792,0,0
4,1,18,0.4288912450308042,15,790,1,1
4,0,4,0.40113946235288256,3,679,1,1
1,1,1,0.3931436749327324,31,721,0,0
1,1,18,0.4504769913078225,6,773,0,0
2,0,1,0.3891138402486085,3,743,0,0
3,0,13,0.1927365166858906,11,653,0,1
1,1,10,0.3822250846598765,15,803,0,1
2,1,11,0.22308112535593755,28,772,0,1
2,0,9,0.19686986013898822,10,634,0,0
3,0,9,0.12920143715985094,7,812,1,1
4,1,5,0.3976114321390707,15,507,1,1
1,0,1,0.38440038477992455,18,627,1,0
3,1,17,0.19379979106963752,18,555,0,0
1,1,2,0.39975160668966236,24,625,1,0
2,1,13,0.4671363532374212,2,658,0,1
2,1,9,0.14321158299663173,20,558,1,0
4,0,4,0.19305465535471,34,557,1,1
2,0,5,0.40010431763492627,26,639,1,0
2,0,11,0.20980266940283132,7,675,1,0
3,0,19,0.3498655897134867,30,607,0,1
1,0,3,0.1324656897854858,5,710,0,0
1,0,12,0.2808809916414155,11,573,1,0
3,0,19,0.39563656879718123,1,666,0,1
4,1,19,0.37460557721730103,34,803,0,1
1,0,13,0.42602884027032273,1,732,1,0
2,0,7,0.4509808506412676,19,826,0,0
1,1,15,0.40927340050350336,2,681,0,1
2,0,7,0.3686350971755704,21,621,0,0
4,0,8,0.11268899672641247,20,833,0,0
3,1,5,0.3139866693637776,23,702,1,1
1,0,14,0.11507908996594113,21,528,1,0
3,0,4,0.42322712684640906,24,701,0,0
1,0,10,0.22828980978398306,4,592,1,0
2,1,15,0.32497174964716835,12,828,1,1
3,0,18,0.21177812292756104,22,675,1,1
1,0,13,0.41300005775211746,20,829,0,0
2,1,8,0.45460101065676106,18,710,0,1
3,0,9,0.25945699768522557,1,683,1,0
3,1,16,0.44516895740439566,30,594,1,1
1,1,19,0.20683000298253296,33,772,0,0
1,0,16,0.31386436923020955,24,636,1,0
1,1,7,0.44350457193548165,14,736,0,0
2,1,14,0.23035253704631617,5,764,1,1
1,0,14,0.4816169060312343,11,634,0,0
3,1,4,0.14875180071255345,24,643,0,1
3,1,15,0.1073100278894025,31,518,0,0
1,0,3,0.46165414103127633,13,730,0,0
1,0,5,0.1274594664591489,16,633,1,0
4,0,1,0.4967556783789967,24,613,0,1
3,1,3,0.4805587447916425,13,638,1,1
2,0,15,0.15480836401452827,24,624,0,0
4,1,8,0.31503385027702635,26,703,0,1
1,1,4,0.17396811898685774,2,560,1,1
1,1,2,0.271262069212048,16,749,1,1
3,1,10,0.12457005170393308,1,797,1,0
1,1,4,0.18956983511863582,11,512,0,1
2,1,3,0.24530911855955984,35,754,0,0
3,1,2,0.27545900009842195,29,584,1,0
1,0,17,0.4909985032835573,17,519,0,0
3,0,13,0.42314625827359253,28,549,1,1
1,1,5,0.39496397772477854,29,663,0,0
1,1,9,0.3148165258967897,3,591,0,1
1,0,6,0.4359991042417374,10,587,0,0
2,1,5,0.23572913426228445,14,568,1,1
2,0,10,0.3835596451093265,12,536,0,0
3,0,8,0.49751359015126884,30,752,1,0
1,0,7,0.22585156357407954,32,751,1,0
1,1,7,0.36960701395358697,32,639,0,0
2,1,6,0.437725945660953,32,667,1,0
1,0,3,0.4663230333402689,26,553,1,0
2,0,19,0.3871730763760407,1,677,0,0
1,0,15,0.2134431693668545,2,796,1,0
3,0,4,0.2305128606275786,17,800,1,0
1,0,12,0.10830321284958569,30,605,0,0
1,1,6,0.40435439106860394,7,636,0,1
4,0,19,0.11709584242478055,27,689,0,1
2,1,4,0.44586094184109826,9,627,1,1
1,0,15,0.14746424578981554,22,841,1,0
1,1,9,0.1687506048543697,34,546,0,1
4,1,5,0.29061058833289494,1,504,1,1
4,1,13,0.3951521660674969,9,756,0,1
2,1,18,0.15560088207963108,20,799,0,0
4,1,5,0.2760284300265994,19,649,0,1
3,1,16,0.29314050976404193,4,793,1,1
4,0,19,0.18491425666743655,9,742,1,1
3,1,14,0.1462233506722527,22,774,0,1
2,0,16,0.4345683691942558,18,707,0,0
2,1,15,0.3009862599051062,12,614,1,0
2,1,4,0.10575249439366119,9,694,0,1
2,0,7,0.42119252052364153,6,842,1,0
2,1,16,0.4923175221658339,19,669,0,1
3,0,8,0.34237047816569893,7,581,0,0
3,0,17,0.3014833548336283,16,653,1,0
2,0,16,0.4513663452179847,5,640,1,0
4,0,10,0.4810067158738395,16,813,1,0
1,1,10,0.40181476636098423,1,645,1,0
2,1,2,0.27818117189371516,19,822,1,1
4,0,9,0.3368885597325762,17,621,0,1
1,1,17,0.38037414600719976,26,751,0,0
2,1,11,0.17770942840072057,22,842,1,1
2,0,10,0.2788804128865752,8,810,1,0
3,1,17,0.431928505886914,33,588,0,1
1,0,4,0.3618901393993772,2,557,0,0
1,0,16,0.26448162688474164,30,562,1,0
4,1,15,0.36534501360587257,20,846,1,1
3,1,5,0.14728896482898396,18,807,0,0
3,1,6,0.26059904422595054,10,779,1,1
3,0,17,0.4172514151852226,24,571,0,1
3,0,1,0.18820351485465922,4,508,0,1
1,1,19,0.1743846030229671,4,593,1,0
1,1,4,0.48032746396657255,13,838,0,0
2,1,17,0.1839590518344923,25,835,0,1
2,1,9,0.20436743186006723,13,651,0,0
3,0,2,0.48784637556173516,18,539,1,0
3,1,8,0.3938834281060103,24,561,0,1
3,0,15,0.37983861320941126,2,753,1,0
2,0,7,0.44117055354183254,33,568,0,1
4,1,6,0.14632923289471772,19,744,0,1
4,1,1,0.3823824946320029,9,669,0,1
2,1,15,0.30147544373129553,28,677,0,1
2,0,7,0.431660256113656,35,688,0,0
2,1,17,0.3032566874660777,10,759,1,1
2,1,2,0.3480965417075649,1,571,1,0
2,0,9,0.2910968505598144,21,516,0,0
2,1,9,0.29126356942233766,9,840,1,0
3,0,13,0.4071879912247326,15,556,1,0
3,1,6,0.3514265602589133,35,717,0,1
3,0,6,0.3533052806437642,5,606,1,0
3,1,3,0.2801129935326103,22,803,1,1
2,1,17,0.31244379853501103,23,672,1,0
4,0,17,0.3982870664819149,7,718,1,1
1,0,12,0.4303763676447673,23,746,0,0
2,1,16,0.37862456085761853,25,717,1,1
1,0,15,0.4696291955382733,27,530,0,0
4,0,13,0.42812963525888037,6,546,0,1
3,0,1,0.3247455159238074,34,633,1,0
4,0,17,0.3685624290574948,9,607,0,0
2,1,3,0.4705233107684784,33,571,1,0
3,1,15,0.34766721769722336,6,826,0,0
2,0,4,0.42992277919193234,31,607,1,0
3,0,4,0.37552420143599485,34,808,1,0
1,0,18,0.3207745444241866,29,771,0,0
1,0,17,0.19673527816614125,14,670,1,1
1,1,19,0.27039900778737125,15,615,1,0
4,1,11,0.4870971299334863,8,828,1,0
2,0,3,0.36310615330904006,26,573,1,1
4,0,8,0.3257581521355959,21,755,0,0
1,0,14,0.4731826502112909,28,580,0,0
2,1,1,0.33460471241497947,4,767,0,0
1,0,14,0.3104330073669612,16,627,1,0
4,1,2,0.4037243420600821,22,825,0,1
4,0,4,0.3850662475946178,12,734,1,0
4,1,19,0.1772640033633731,16,540,1,1
1,0,6,0.28852330982964847,29,680,1,0
2,1,1,0.2890061771278341,18,656,0,0
2,0,17,0.2512898060973379,10,558,0,0
1,0,8,0.30691739286090125,18,844,0,0
2,0,19,0.2652429590908577,1,748,0,0
1,1,1,0.17973819578847328,21,691,1,0
2,0,5,0.26494659490987243,1,523,0,0
3,1,16,0.12891077902927064,15,579,0,1
3,1,6,0.33031434510976465,4,633,0,1
4,0,8,0.4414618195764448,20,712,0,1
3,0,13,0.3901148337418221,10,847,1,0
3,0,16,0.2441576160216445,23,665,0,0
3,1,3,0.13482848223092328,34,847,0,1
1,0,19,0.1808597596901083,33,836,0,0
3,1,12,0.3181961361979343,34,570,1,0
3,1,16,0.18282283335321314,10,713,0,1
4,0,11,0.317589244513987,20,564,0,0
3,0,10,0.1926396099055596,1,720,0,0
3,0,4,0.4395695477904291,13,807,1,1
2,0,12,0.25890858913618386,1,785,1,1
4,0,2,0.19822025037779645,5,684,0,1
4,0,19,0.4249304720988246,16,706,0,1
4,1,5,0.23713558592218031,15,598,1,1
4,1,8,0.14459507513551279,28,741,1,1
4,1,7,0.32816379656145667,31,657,1,1
4,0,14,0.33262568177519547,23,597,1,1
1,1,3,0.38587827009429365,17,541,1,1
3,1,18,0.19608777328335425,34,638,0,1
4,1,16,0.27750853563689803,13,782,0,0
3,1,19,0.2129471676170625,14,726,0,0
3,1,19,0.13238149444627526,11,571,0,1
1,0,18,0.4506455308063567,28,742,1,0
4,0,16,0.3915479217953365,32,517,1,0
2,1,8,0.2205852237835203,35,576,1,1
1,1,1,0.33974919714879454,31,544,1,0
2,1,17,0.180505515253789,17,842,1,1
3,0,12,0.4560946487183084,9,639,0,0
3,0,11,0.14596253734476414,10,676,0,0
1,1,5,0.10153485820312036,8,721,0,0
1,0,12,0.30080327909567284,21,591,0,0
2,0,17,0.33325112938114776,13,521,0,1
4,1,6,0.3315861281183218,5,671,1,1
2,0,1,0.12180477097513052,6,591,1,0
1,0,5,0.225617522767373,30,691,1,0
2,1,14,0.2996795787365327,31,576,1,0
1,0,5,0.18663167425089636,17,780,1,0
2,0,1,0.44905035419435857,11,678,0,0
1,1,18,0.13484371578457363,20,737,0,1
1,0,16,0.29495377666881717,9,634,0,0
1,0,9,0.3765664230052609,2,779,1,0
4,1,19,0.20470044005379298,1,518,1,1
